Starting hyperparameter optimization...
epoch 0  | loss: 2.6078  | train_accuracy: 0.23675 | train_logloss: 2.03695 | val_accuracy: 0.20753 | val_logloss: 2.0734  |  0:00:00s
epoch 18 | loss: 1.83345 | train_accuracy: 0.37288 | train_logloss: 1.81522 | val_accuracy: 0.36344 | val_logloss: 1.87419 |  0:00:16s
epoch 19 | loss: 1.83768 | train_accuracy: 0.36723 | train_logloss: 1.81294 | val_accuracy: 0.36344 | val_logloss: 1.85447 |  0:00:17s
epoch 20 | loss: 1.83764 | train_accuracy: 0.37234 | train_logloss: 1.81318 | val_accuracy: 0.36129 | val_logloss: 1.85225 |  0:00:17s
epoch 21 | loss: 1.82261 | train_accuracy: 0.3745  | train_logloss: 1.80335 | val_accuracy: 0.36774 | val_logloss: 1.85495 |  0:00:18s
epoch 22 | loss: 1.82813 | train_accuracy: 0.37557 | train_logloss: 1.80344 | val_accuracy: 0.36882 | val_logloss: 1.84905 |  0:00:19s
epoch 23 | loss: 1.81816 | train_accuracy: 0.37611 | train_logloss: 1.79546 | val_accuracy: 0.36882 | val_logloss: 1.85108 |  0:00:20s
epoch 24 | loss: 1.81584 | train_accuracy: 0.38015 | train_logloss: 1.78969 | val_accuracy: 0.37097 | val_logloss: 1.82786 |  0:00:21s
epoch 25 | loss: 1.81474 | train_accuracy: 0.37638 | train_logloss: 1.79019 | val_accuracy: 0.37204 | val_logloss: 1.83662 |  0:00:22s
epoch 26 | loss: 1.8196  | train_accuracy: 0.37665 | train_logloss: 1.78837 | val_accuracy: 0.36129 | val_logloss: 1.84668 |  0:00:23s
epoch 27 | loss: 1.8124  | train_accuracy: 0.37557 | train_logloss: 1.78754 | val_accuracy: 0.36129 | val_logloss: 1.83128 |  0:00:23s
epoch 28 | loss: 1.80621 | train_accuracy: 0.37396 | train_logloss: 1.80031 | val_accuracy: 0.35806 | val_logloss: 1.85438 |  0:00:24s
epoch 29 | loss: 1.80363 | train_accuracy: 0.37396 | train_logloss: 1.78903 | val_accuracy: 0.35054 | val_logloss: 1.85197 |  0:00:25s
epoch 30 | loss: 1.80881 | train_accuracy: 0.37423 | train_logloss: 1.78119 | val_accuracy: 0.35914 | val_logloss: 1.83875 |  0:00:26s
epoch 31 | loss: 1.80666 | train_accuracy: 0.37826 | train_logloss: 1.79414 | val_accuracy: 0.37097 | val_logloss: 1.84123 |  0:00:27s
epoch 32 | loss: 1.80573 | train_accuracy: 0.37557 | train_logloss: 1.79418 | val_accuracy: 0.36667 | val_logloss: 1.84376 |  0:00:28s
epoch 33 | loss: 1.81301 | train_accuracy: 0.3745  | train_logloss: 1.79238 | val_accuracy: 0.36022 | val_logloss: 1.83598 |  0:00:29s
epoch 34 | loss: 1.80554 | train_accuracy: 0.37907 | train_logloss: 1.78381 | val_accuracy: 0.36022 | val_logloss: 1.83862 |  0:00:29s

Early stopping occurred at epoch 34 with best_epoch = 24 and best_val_logloss = 1.82786
epoch 0  | loss: 2.5503  | train_accuracy: 0.23944 | train_logloss: 2.04353 | val_accuracy: 0.26774 | val_logloss: 2.04238 |  0:00:00s
epoch 1  | loss: 2.20564 | train_accuracy: 0.3301  | train_logloss: 1.95661 | val_accuracy: 0.34086 | val_logloss: 1.96288 |  0:00:01s
epoch 2  | loss: 2.05468 | train_accuracy: 0.34544 | train_logloss: 1.92009 | val_accuracy: 0.34731 | val_logloss: 1.94121 |  0:00:02s
epoch 3  | loss: 1.98509 | train_accuracy: 0.34786 | train_logloss: 1.90992 | val_accuracy: 0.34516 | val_logloss: 1.92925 |  0:00:03s
epoch 4  | loss: 1.97153 | train_accuracy: 0.3562  | train_logloss: 1.8992  | val_accuracy: 0.35806 | val_logloss: 1.92233 |  0:00:04s
epoch 5  | loss: 1.95012 | train_accuracy: 0.35701 | train_logloss: 1.89229 | val_accuracy: 0.35591 | val_logloss: 1.91411 |  0:00:05s
epoch 6  | loss: 1.9304  | train_accuracy: 0.3519  | train_logloss: 1.89388 | val_accuracy: 0.35161 | val_logloss: 1.91543 |  0:00:05s
epoch 7  | loss: 1.90456 | train_accuracy: 0.3562  | train_logloss: 1.87689 | val_accuracy: 0.36022 | val_logloss: 1.89454 |  0:00:06s
epoch 8  | loss: 1.91911 | train_accuracy: 0.35943 | train_logloss: 1.88106 | val_accuracy: 0.35376 | val_logloss: 1.89591 |  0:00:07s
epoch 9  | loss: 1.90757 | train_accuracy: 0.35728 | train_logloss: 1.89453 | val_accuracy: 0.35806 | val_logloss: 1.91277 |  0:00:08s
epoch 10 | loss: 1.90223 | train_accuracy: 0.35755 | train_logloss: 1.88155 | val_accuracy: 0.36344 | val_logloss: 1.89808 |  0:00:09s
epoch 11 | loss: 1.89331 | train_accuracy: 0.3519  | train_logloss: 1.87428 | val_accuracy: 0.35054 | val_logloss: 1.88722 |  0:00:10s
epoch 12 | loss: 1.88207 | train_accuracy: 0.35728 | train_logloss: 1.88108 | val_accuracy: 0.35914 | val_logloss: 1.88799 |  0:00:11s
epoch 13 | loss: 1.88605 | train_accuracy: 0.36239 | train_logloss: 1.84823 | val_accuracy: 0.36237 | val_logloss: 1.873   |  0:00:11s
epoch 14 | loss: 1.86442 | train_accuracy: 0.36454 | train_logloss: 1.8496  | val_accuracy: 0.36022 | val_logloss: 1.86251 |  0:00:12s
epoch 15 | loss: 1.86665 | train_accuracy: 0.36051 | train_logloss: 1.84801 | val_accuracy: 0.36237 | val_logloss: 1.85068 |  0:00:13s
epoch 16 | loss: 1.86886 | train_accuracy: 0.36077 | train_logloss: 1.85168 | val_accuracy: 0.36237 | val_logloss: 1.8678  |  0:00:14s
epoch 17 | loss: 1.8584  | train_accuracy: 0.36481 | train_logloss: 1.83044 | val_accuracy: 0.36452 | val_logloss: 1.84821 |  0:00:15s
epoch 18 | loss: 1.84712 | train_accuracy: 0.364   | train_logloss: 1.82823 | val_accuracy: 0.35914 | val_logloss: 1.85263 |  0:00:16s
epoch 19 | loss: 1.85879 | train_accuracy: 0.36293 | train_logloss: 1.84451 | val_accuracy: 0.35914 | val_logloss: 1.87917 |  0:00:17s
epoch 20 | loss: 1.85281 | train_accuracy: 0.36104 | train_logloss: 1.83632 | val_accuracy: 0.35699 | val_logloss: 1.84596 |  0:00:17s
epoch 21 | loss: 1.84762 | train_accuracy: 0.36293 | train_logloss: 1.83382 | val_accuracy: 0.36237 | val_logloss: 1.84895 |  0:00:18s
epoch 22 | loss: 1.84687 | train_accuracy: 0.3632  | train_logloss: 1.83244 | val_accuracy: 0.36129 | val_logloss: 1.84845 |  0:00:19s
epoch 23 | loss: 1.83925 | train_accuracy: 0.36562 | train_logloss: 1.82056 | val_accuracy: 0.36237 | val_logloss: 1.84207 |  0:00:20s
epoch 24 | loss: 1.84471 | train_accuracy: 0.36938 | train_logloss: 1.80502 | val_accuracy: 0.36237 | val_logloss: 1.82763 |  0:00:21s
epoch 25 | loss: 1.83198 | train_accuracy: 0.36858 | train_logloss: 1.80804 | val_accuracy: 0.36344 | val_logloss: 1.83287 |  0:00:22s
epoch 26 | loss: 1.82828 | train_accuracy: 0.36777 | train_logloss: 1.8096  | val_accuracy: 0.37097 | val_logloss: 1.81707 |  0:00:22s
epoch 27 | loss: 1.82535 | train_accuracy: 0.37046 | train_logloss: 1.80818 | val_accuracy: 0.36882 | val_logloss: 1.83527 |  0:00:23s
epoch 28 | loss: 1.83571 | train_accuracy: 0.36804 | train_logloss: 1.82244 | val_accuracy: 0.36882 | val_logloss: 1.83967 |  0:00:24s
epoch 29 | loss: 1.83611 | train_accuracy: 0.36454 | train_logloss: 1.8117  | val_accuracy: 0.37419 | val_logloss: 1.82984 |  0:00:25s
epoch 30 | loss: 1.8236  | train_accuracy: 0.36831 | train_logloss: 1.80953 | val_accuracy: 0.37419 | val_logloss: 1.82895 |  0:00:26s
epoch 31 | loss: 1.81835 | train_accuracy: 0.37127 | train_logloss: 1.79307 | val_accuracy: 0.36344 | val_logloss: 1.82841 |  0:00:27s
epoch 32 | loss: 1.81251 | train_accuracy: 0.36885 | train_logloss: 1.78824 | val_accuracy: 0.37097 | val_logloss: 1.82303 |  0:00:28s
epoch 33 | loss: 1.81051 | train_accuracy: 0.37342 | train_logloss: 1.78316 | val_accuracy: 0.36882 | val_logloss: 1.81319 |  0:00:28s
epoch 34 | loss: 1.80768 | train_accuracy: 0.37503 | train_logloss: 1.77964 | val_accuracy: 0.36344 | val_logloss: 1.80827 |  0:00:29s
epoch 35 | loss: 1.80099 | train_accuracy: 0.3788  | train_logloss: 1.77166 | val_accuracy: 0.36452 | val_logloss: 1.80554 |  0:00:30s
epoch 36 | loss: 1.79325 | train_accuracy: 0.37584 | train_logloss: 1.7699  | val_accuracy: 0.36989 | val_logloss: 1.81198 |  0:00:31s
epoch 37 | loss: 1.79258 | train_accuracy: 0.37638 | train_logloss: 1.7746  | val_accuracy: 0.37527 | val_logloss: 1.81296 |  0:00:32s
epoch 38 | loss: 1.7942  | train_accuracy: 0.37611 | train_logloss: 1.77728 | val_accuracy: 0.37204 | val_logloss: 1.82043 |  0:00:33s
epoch 39 | loss: 1.79839 | train_accuracy: 0.37611 | train_logloss: 1.76972 | val_accuracy: 0.36774 | val_logloss: 1.80989 |  0:00:34s
epoch 40 | loss: 1.78784 | train_accuracy: 0.37826 | train_logloss: 1.76382 | val_accuracy: 0.36774 | val_logloss: 1.81054 |  0:00:34s
epoch 41 | loss: 1.79171 | train_accuracy: 0.37799 | train_logloss: 1.76022 | val_accuracy: 0.37527 | val_logloss: 1.79581 |  0:00:35s
epoch 42 | loss: 1.78223 | train_accuracy: 0.37961 | train_logloss: 1.75746 | val_accuracy: 0.36344 | val_logloss: 1.80585 |  0:00:36s
epoch 43 | loss: 1.78229 | train_accuracy: 0.38284 | train_logloss: 1.75928 | val_accuracy: 0.37204 | val_logloss: 1.80533 |  0:00:37s
epoch 44 | loss: 1.78621 | train_accuracy: 0.3831  | train_logloss: 1.76136 | val_accuracy: 0.36667 | val_logloss: 1.81124 |  0:00:38s
epoch 45 | loss: 1.78027 | train_accuracy: 0.38364 | train_logloss: 1.75627 | val_accuracy: 0.36559 | val_logloss: 1.81118 |  0:00:39s
epoch 46 | loss: 1.77577 | train_accuracy: 0.38041 | train_logloss: 1.76111 | val_accuracy: 0.36989 | val_logloss: 1.80916 |  0:00:40s
epoch 47 | loss: 1.77563 | train_accuracy: 0.38579 | train_logloss: 1.75028 | val_accuracy: 0.38387 | val_logloss: 1.79445 |  0:00:40s
epoch 48 | loss: 1.77644 | train_accuracy: 0.38149 | train_logloss: 1.7546  | val_accuracy: 0.37312 | val_logloss: 1.80453 |  0:00:41s
epoch 49 | loss: 1.77932 | train_accuracy: 0.37772 | train_logloss: 1.75981 | val_accuracy: 0.37204 | val_logloss: 1.81083 |  0:00:42s
Stop training because you reached max_epochs = 50 with best_epoch = 47 and best_val_logloss = 1.79445
epoch 0  | loss: 2.50239 | train_accuracy: 0.2149  | train_logloss: 2.05165 | val_accuracy: 0.2099  | val_logloss: 2.02806 |  0:00:00s
epoch 1  | loss: 2.19283 | train_accuracy: 0.34266 | train_logloss: 1.94213 | val_accuracy: 0.35414 | val_logloss: 1.92054 |  0:00:01s
epoch 2  | loss: 2.03842 | train_accuracy: 0.35422 | train_logloss: 1.90784 | val_accuracy: 0.35199 | val_logloss: 1.91976 |  0:00:02s
epoch 3  | loss: 2.00344 | train_accuracy: 0.34239 | train_logloss: 1.91349 | val_accuracy: 0.34553 | val_logloss: 1.91403 |  0:00:03s
epoch 4  | loss: 1.97692 | train_accuracy: 0.35718 | train_logloss: 1.90594 | val_accuracy: 0.34446 | val_logloss: 1.92763 |  0:00:04s
epoch 5  | loss: 1.94734 | train_accuracy: 0.35772 | train_logloss: 1.88912 | val_accuracy: 0.35522 | val_logloss: 1.90897 |  0:00:05s
epoch 6  | loss: 1.92839 | train_accuracy: 0.36229 | train_logloss: 1.88025 | val_accuracy: 0.35737 | val_logloss: 1.89225 |  0:00:05s
epoch 7  | loss: 1.91651 | train_accuracy: 0.35799 | train_logloss: 1.89208 | val_accuracy: 0.34984 | val_logloss: 1.89988 |  0:00:06s
epoch 8  | loss: 1.91581 | train_accuracy: 0.3553  | train_logloss: 1.87891 | val_accuracy: 0.35091 | val_logloss: 1.90435 |  0:00:07s
epoch 9  | loss: 1.90357 | train_accuracy: 0.36202 | train_logloss: 1.85811 | val_accuracy: 0.35199 | val_logloss: 1.88327 |  0:00:08s
epoch 10 | loss: 1.8821  | train_accuracy: 0.36391 | train_logloss: 1.86293 | val_accuracy: 0.36598 | val_logloss: 1.87974 |  0:00:09s
epoch 11 | loss: 1.87254 | train_accuracy: 0.36633 | train_logloss: 1.84014 | val_accuracy: 0.35953 | val_logloss: 1.86697 |  0:00:10s
epoch 12 | loss: 1.86488 | train_accuracy: 0.36391 | train_logloss: 1.86183 | val_accuracy: 0.3606  | val_logloss: 1.87691 |  0:00:11s
epoch 13 | loss: 1.86924 | train_accuracy: 0.36256 | train_logloss: 1.83483 | val_accuracy: 0.35845 | val_logloss: 1.85662 |  0:00:11s
epoch 14 | loss: 1.85777 | train_accuracy: 0.36767 | train_logloss: 1.85096 | val_accuracy: 0.36383 | val_logloss: 1.88407 |  0:00:12s
epoch 15 | loss: 1.85893 | train_accuracy: 0.36713 | train_logloss: 1.82739 | val_accuracy: 0.36814 | val_logloss: 1.84501 |  0:00:13s
epoch 16 | loss: 1.84024 | train_accuracy: 0.3631  | train_logloss: 1.84044 | val_accuracy: 0.36598 | val_logloss: 1.85917 |  0:00:14s
epoch 17 | loss: 1.85352 | train_accuracy: 0.3631  | train_logloss: 1.82576 | val_accuracy: 0.36706 | val_logloss: 1.845   |  0:00:15s
epoch 18 | loss: 1.84528 | train_accuracy: 0.35449 | train_logloss: 1.82814 | val_accuracy: 0.35522 | val_logloss: 1.86263 |  0:00:16s
epoch 19 | loss: 1.83732 | train_accuracy: 0.37628 | train_logloss: 1.80371 | val_accuracy: 0.37029 | val_logloss: 1.83648 |  0:00:17s
epoch 20 | loss: 1.83403 | train_accuracy: 0.37493 | train_logloss: 1.81482 | val_accuracy: 0.37029 | val_logloss: 1.83563 |  0:00:17s
epoch 21 | loss: 1.82988 | train_accuracy: 0.37547 | train_logloss: 1.80298 | val_accuracy: 0.37352 | val_logloss: 1.8327  |  0:00:18s
epoch 22 | loss: 1.81798 | train_accuracy: 0.37547 | train_logloss: 1.79902 | val_accuracy: 0.37352 | val_logloss: 1.82931 |  0:00:19s
epoch 23 | loss: 1.81512 | train_accuracy: 0.37036 | train_logloss: 1.79231 | val_accuracy: 0.36491 | val_logloss: 1.82388 |  0:00:20s
epoch 24 | loss: 1.81661 | train_accuracy: 0.3752  | train_logloss: 1.80674 | val_accuracy: 0.37352 | val_logloss: 1.82004 |  0:00:21s
epoch 25 | loss: 1.83254 | train_accuracy: 0.37278 | train_logloss: 1.84631 | val_accuracy: 0.36491 | val_logloss: 1.87965 |  0:00:22s
epoch 26 | loss: 1.81914 | train_accuracy: 0.37332 | train_logloss: 1.79112 | val_accuracy: 0.37029 | val_logloss: 1.82867 |  0:00:23s
epoch 27 | loss: 1.81681 | train_accuracy: 0.37547 | train_logloss: 1.78957 | val_accuracy: 0.37998 | val_logloss: 1.82247 |  0:00:23s
epoch 28 | loss: 1.80977 | train_accuracy: 0.37547 | train_logloss: 1.78405 | val_accuracy: 0.36921 | val_logloss: 1.82496 |  0:00:24s
epoch 29 | loss: 1.81461 | train_accuracy: 0.37762 | train_logloss: 1.7912  | val_accuracy: 0.36491 | val_logloss: 1.84065 |  0:00:25s
epoch 30 | loss: 1.81016 | train_accuracy: 0.37171 | train_logloss: 1.80578 | val_accuracy: 0.35953 | val_logloss: 1.86486 |  0:00:26s
epoch 31 | loss: 1.81084 | train_accuracy: 0.37466 | train_logloss: 1.80324 | val_accuracy: 0.35307 | val_logloss: 1.85614 |  0:00:27s
epoch 32 | loss: 1.81181 | train_accuracy: 0.36848 | train_logloss: 1.79724 | val_accuracy: 0.36706 | val_logloss: 1.83905 |  0:00:28s
epoch 33 | loss: 1.825   | train_accuracy: 0.37386 | train_logloss: 1.79254 | val_accuracy: 0.36921 | val_logloss: 1.82917 |  0:00:28s
epoch 34 | loss: 1.81909 | train_accuracy: 0.37278 | train_logloss: 1.78511 | val_accuracy: 0.36598 | val_logloss: 1.82516 |  0:00:29s

Early stopping occurred at epoch 34 with best_epoch = 24 and best_val_logloss = 1.82004
epoch 0  | loss: 2.47687 | train_accuracy: 0.26304 | train_logloss: 2.01758 | val_accuracy: 0.24973 | val_logloss: 2.03531 |  0:00:00s
epoch 1  | loss: 2.21509 | train_accuracy: 0.32356 | train_logloss: 1.98578 | val_accuracy: 0.31432 | val_logloss: 1.99239 |  0:00:01s
epoch 2  | loss: 2.14628 | train_accuracy: 0.35126 | train_logloss: 1.91479 | val_accuracy: 0.35199 | val_logloss: 1.9307  |  0:00:02s
epoch 3  | loss: 2.03445 | train_accuracy: 0.34884 | train_logloss: 1.91196 | val_accuracy: 0.33369 | val_logloss: 1.93534 |  0:00:03s
epoch 4  | loss: 1.99131 | train_accuracy: 0.34992 | train_logloss: 1.91283 | val_accuracy: 0.34661 | val_logloss: 1.93712 |  0:00:04s
epoch 5  | loss: 1.95178 | train_accuracy: 0.35987 | train_logloss: 1.90121 | val_accuracy: 0.35845 | val_logloss: 1.91822 |  0:00:05s
epoch 6  | loss: 1.92173 | train_accuracy: 0.35664 | train_logloss: 1.88148 | val_accuracy: 0.34769 | val_logloss: 1.92005 |  0:00:05s
epoch 7  | loss: 1.91321 | train_accuracy: 0.35745 | train_logloss: 1.87511 | val_accuracy: 0.35091 | val_logloss: 1.89753 |  0:00:06s
epoch 8  | loss: 1.90516 | train_accuracy: 0.36525 | train_logloss: 1.85981 | val_accuracy: 0.36168 | val_logloss: 1.88579 |  0:00:07s
epoch 9  | loss: 1.88727 | train_accuracy: 0.35503 | train_logloss: 1.86288 | val_accuracy: 0.34446 | val_logloss: 1.89789 |  0:00:08s
epoch 10 | loss: 1.87776 | train_accuracy: 0.36148 | train_logloss: 1.86575 | val_accuracy: 0.35953 | val_logloss: 1.88923 |  0:00:09s
epoch 11 | loss: 1.86502 | train_accuracy: 0.36068 | train_logloss: 1.86123 | val_accuracy: 0.36491 | val_logloss: 1.90261 |  0:00:10s
epoch 12 | loss: 1.8655  | train_accuracy: 0.36821 | train_logloss: 1.83166 | val_accuracy: 0.36814 | val_logloss: 1.87798 |  0:00:11s
epoch 13 | loss: 1.89182 | train_accuracy: 0.35718 | train_logloss: 1.86715 | val_accuracy: 0.35522 | val_logloss: 1.89754 |  0:00:11s
epoch 14 | loss: 1.8801  | train_accuracy: 0.36202 | train_logloss: 1.85886 | val_accuracy: 0.36383 | val_logloss: 1.88333 |  0:00:12s
epoch 15 | loss: 1.86473 | train_accuracy: 0.36391 | train_logloss: 1.85009 | val_accuracy: 0.36276 | val_logloss: 1.8767  |  0:00:13s
epoch 16 | loss: 1.87512 | train_accuracy: 0.36498 | train_logloss: 1.84373 | val_accuracy: 0.36814 | val_logloss: 1.85606 |  0:00:14s
epoch 17 | loss: 1.87197 | train_accuracy: 0.36391 | train_logloss: 1.84845 | val_accuracy: 0.36921 | val_logloss: 1.8624  |  0:00:15s
epoch 18 | loss: 1.87319 | train_accuracy: 0.35933 | train_logloss: 1.84814 | val_accuracy: 0.36598 | val_logloss: 1.86702 |  0:00:16s
epoch 19 | loss: 1.86921 | train_accuracy: 0.35987 | train_logloss: 1.84374 | val_accuracy: 0.36598 | val_logloss: 1.86344 |  0:00:17s
epoch 20 | loss: 1.85499 | train_accuracy: 0.3631  | train_logloss: 1.84106 | val_accuracy: 0.37244 | val_logloss: 1.86618 |  0:00:17s
epoch 21 | loss: 1.85848 | train_accuracy: 0.36713 | train_logloss: 1.82796 | val_accuracy: 0.36706 | val_logloss: 1.87081 |  0:00:18s
epoch 22 | loss: 1.84861 | train_accuracy: 0.36498 | train_logloss: 1.82635 | val_accuracy: 0.35953 | val_logloss: 1.85088 |  0:00:19s
epoch 23 | loss: 1.84259 | train_accuracy: 0.36498 | train_logloss: 1.82066 | val_accuracy: 0.36383 | val_logloss: 1.86225 |  0:00:20s
epoch 24 | loss: 1.83808 | train_accuracy: 0.36821 | train_logloss: 1.8179  | val_accuracy: 0.36706 | val_logloss: 1.8524  |  0:00:21s
epoch 25 | loss: 1.82713 | train_accuracy: 0.36982 | train_logloss: 1.80438 | val_accuracy: 0.36814 | val_logloss: 1.84049 |  0:00:22s
epoch 26 | loss: 1.83415 | train_accuracy: 0.36767 | train_logloss: 1.81326 | val_accuracy: 0.36706 | val_logloss: 1.8623  |  0:00:23s
epoch 27 | loss: 1.83684 | train_accuracy: 0.36928 | train_logloss: 1.82161 | val_accuracy: 0.36491 | val_logloss: 1.86537 |  0:00:23s
epoch 28 | loss: 1.84808 | train_accuracy: 0.36606 | train_logloss: 1.81905 | val_accuracy: 0.35414 | val_logloss: 1.85584 |  0:00:24s
epoch 29 | loss: 1.8271  | train_accuracy: 0.36794 | train_logloss: 1.80975 | val_accuracy: 0.36598 | val_logloss: 1.84831 |  0:00:25s
epoch 30 | loss: 1.83473 | train_accuracy: 0.36337 | train_logloss: 1.82365 | val_accuracy: 0.36276 | val_logloss: 1.85539 |  0:00:26s
epoch 31 | loss: 1.83339 | train_accuracy: 0.36364 | train_logloss: 1.81966 | val_accuracy: 0.3606  | val_logloss: 1.85513 |  0:00:27s
epoch 32 | loss: 1.82906 | train_accuracy: 0.35772 | train_logloss: 1.82373 | val_accuracy: 0.3563  | val_logloss: 1.85672 |  0:00:28s
epoch 33 | loss: 1.83791 | train_accuracy: 0.36659 | train_logloss: 1.81355 | val_accuracy: 0.36276 | val_logloss: 1.84817 |  0:00:28s
epoch 34 | loss: 1.83765 | train_accuracy: 0.36391 | train_logloss: 1.82021 | val_accuracy: 0.36814 | val_logloss: 1.84086 |  0:00:29s
epoch 35 | loss: 1.8389  | train_accuracy: 0.36552 | train_logloss: 1.82988 | val_accuracy: 0.36491 | val_logloss: 1.84998 |  0:00:30s

Early stopping occurred at epoch 35 with best_epoch = 25 and best_val_logloss = 1.84049
epoch 0  | loss: 2.52868 | train_accuracy: 0.29774 | train_logloss: 2.0284  | val_accuracy: 0.27557 | val_logloss: 2.03823 |  0:00:00s
epoch 1  | loss: 2.19012 | train_accuracy: 0.33324 | train_logloss: 1.96667 | val_accuracy: 0.33154 | val_logloss: 1.95856 |  0:00:01s
epoch 2  | loss: 2.04207 | train_accuracy: 0.3475  | train_logloss: 1.9165  | val_accuracy: 0.34553 | val_logloss: 1.93368 |  0:00:02s
epoch 3  | loss: 1.97945 | train_accuracy: 0.35745 | train_logloss: 1.89296 | val_accuracy: 0.35522 | val_logloss: 1.90929 |  0:00:03s
epoch 4  | loss: 1.9902  | train_accuracy: 0.35342 | train_logloss: 1.89879 | val_accuracy: 0.34984 | val_logloss: 1.93209 |  0:00:04s
epoch 5  | loss: 1.94513 | train_accuracy: 0.35234 | train_logloss: 1.88939 | val_accuracy: 0.34553 | val_logloss: 1.89015 |  0:00:05s
epoch 6  | loss: 1.91201 | train_accuracy: 0.3553  | train_logloss: 1.86452 | val_accuracy: 0.36276 | val_logloss: 1.86489 |  0:00:05s
epoch 7  | loss: 1.91728 | train_accuracy: 0.36068 | train_logloss: 1.85993 | val_accuracy: 0.35737 | val_logloss: 1.87323 |  0:00:06s
epoch 8  | loss: 1.89937 | train_accuracy: 0.36256 | train_logloss: 1.85281 | val_accuracy: 0.36168 | val_logloss: 1.89469 |  0:00:07s
epoch 9  | loss: 1.87988 | train_accuracy: 0.36283 | train_logloss: 1.83911 | val_accuracy: 0.35845 | val_logloss: 1.85512 |  0:00:08s
epoch 10 | loss: 1.86011 | train_accuracy: 0.35449 | train_logloss: 1.83122 | val_accuracy: 0.35845 | val_logloss: 1.85632 |  0:00:09s
epoch 11 | loss: 1.8473  | train_accuracy: 0.36202 | train_logloss: 1.81785 | val_accuracy: 0.36383 | val_logloss: 1.84002 |  0:00:10s
epoch 12 | loss: 1.84034 | train_accuracy: 0.36659 | train_logloss: 1.81908 | val_accuracy: 0.36276 | val_logloss: 1.84295 |  0:00:11s
epoch 13 | loss: 1.8488  | train_accuracy: 0.35853 | train_logloss: 1.83611 | val_accuracy: 0.34984 | val_logloss: 1.88067 |  0:00:11s
epoch 14 | loss: 1.84205 | train_accuracy: 0.36202 | train_logloss: 1.8348  | val_accuracy: 0.35522 | val_logloss: 1.87071 |  0:00:12s
epoch 15 | loss: 1.83925 | train_accuracy: 0.36848 | train_logloss: 1.82991 | val_accuracy: 0.35953 | val_logloss: 1.87576 |  0:00:13s
epoch 16 | loss: 1.84636 | train_accuracy: 0.36148 | train_logloss: 1.82348 | val_accuracy: 0.3563  | val_logloss: 1.8603  |  0:00:14s
