Starting hyperparameter optimization...
epoch 0  | loss: 3.32358 | train_accuracy: 0.0495  | train_logloss: 3.34511 | val_accuracy: 0.06022 | val_logloss: 3.29988 |  0:00:00s
epoch 27 | loss: 2.04534 | train_accuracy: 0.33082 | train_logloss: 2.00284 | val_accuracy: 0.29709 | val_logloss: 2.07731 |  0:00:03s
epoch 28 | loss: 2.02037 | train_accuracy: 0.33244 | train_logloss: 1.98708 | val_accuracy: 0.30032 | val_logloss: 2.06735 |  0:00:03s
epoch 29 | loss: 2.02235 | train_accuracy: 0.33593 | train_logloss: 1.96974 | val_accuracy: 0.3014  | val_logloss: 2.04537 |  0:00:03s
epoch 30 | loss: 2.00286 | train_accuracy: 0.33674 | train_logloss: 1.95591 | val_accuracy: 0.31109 | val_logloss: 2.02237 |  0:00:04s
epoch 31 | loss: 1.98309 | train_accuracy: 0.33835 | train_logloss: 1.93904 | val_accuracy: 0.32078 | val_logloss: 2.00558 |  0:00:04s
epoch 32 | loss: 1.96899 | train_accuracy: 0.34293 | train_logloss: 1.92174 | val_accuracy: 0.324   | val_logloss: 1.9958  |  0:00:04s
epoch 33 | loss: 1.95255 | train_accuracy: 0.34508 | train_logloss: 1.90699 | val_accuracy: 0.33154 | val_logloss: 1.98128 |  0:00:04s
epoch 34 | loss: 1.93379 | train_accuracy: 0.35153 | train_logloss: 1.89118 | val_accuracy: 0.324   | val_logloss: 1.9704  |  0:00:04s
epoch 35 | loss: 1.91302 | train_accuracy: 0.35261 | train_logloss: 1.87362 | val_accuracy: 0.3423  | val_logloss: 1.95604 |  0:00:04s
epoch 36 | loss: 1.89208 | train_accuracy: 0.35718 | train_logloss: 1.85722 | val_accuracy: 0.33692 | val_logloss: 1.94216 |  0:00:04s
epoch 37 | loss: 1.87903 | train_accuracy: 0.3588  | train_logloss: 1.84132 | val_accuracy: 0.34338 | val_logloss: 1.92079 |  0:00:05s
epoch 38 | loss: 1.8748  | train_accuracy: 0.36229 | train_logloss: 1.82485 | val_accuracy: 0.34661 | val_logloss: 1.90629 |  0:00:05s
epoch 39 | loss: 1.85574 | train_accuracy: 0.36391 | train_logloss: 1.81322 | val_accuracy: 0.34661 | val_logloss: 1.89022 |  0:00:05s
epoch 40 | loss: 1.85    | train_accuracy: 0.36928 | train_logloss: 1.79945 | val_accuracy: 0.34984 | val_logloss: 1.88412 |  0:00:05s
epoch 41 | loss: 1.82477 | train_accuracy: 0.36525 | train_logloss: 1.78494 | val_accuracy: 0.34876 | val_logloss: 1.87347 |  0:00:05s
epoch 42 | loss: 1.81232 | train_accuracy: 0.37386 | train_logloss: 1.76951 | val_accuracy: 0.34876 | val_logloss: 1.85776 |  0:00:05s
epoch 43 | loss: 1.79484 | train_accuracy: 0.38569 | train_logloss: 1.75516 | val_accuracy: 0.35414 | val_logloss: 1.84437 |  0:00:05s
epoch 44 | loss: 1.79329 | train_accuracy: 0.38462 | train_logloss: 1.74336 | val_accuracy: 0.36706 | val_logloss: 1.82406 |  0:00:05s
epoch 45 | loss: 1.79044 | train_accuracy: 0.38731 | train_logloss: 1.73026 | val_accuracy: 0.35414 | val_logloss: 1.80442 |  0:00:06s
epoch 46 | loss: 1.75846 | train_accuracy: 0.39134 | train_logloss: 1.71228 | val_accuracy: 0.37137 | val_logloss: 1.79362 |  0:00:06s
epoch 47 | loss: 1.74219 | train_accuracy: 0.39806 | train_logloss: 1.69828 | val_accuracy: 0.37783 | val_logloss: 1.78524 |  0:00:06s
epoch 48 | loss: 1.73939 | train_accuracy: 0.40156 | train_logloss: 1.68585 | val_accuracy: 0.37137 | val_logloss: 1.77973 |  0:00:06s
epoch 49 | loss: 1.73282 | train_accuracy: 0.4029  | train_logloss: 1.67513 | val_accuracy: 0.3746  | val_logloss: 1.76729 |  0:00:06s
Stop training because you reached max_epochs = 50 with best_epoch = 49 and best_val_logloss = 1.76729
epoch 0  | loss: 3.29532 | train_accuracy: 0.05352 | train_logloss: 3.31094 | val_accuracy: 0.05813 | val_logloss: 3.30616 |  0:00:00s
epoch 1  | loss: 3.09156 | train_accuracy: 0.08069 | train_logloss: 3.056   | val_accuracy: 0.07427 | val_logloss: 3.07545 |  0:00:00s
epoch 2  | loss: 2.96799 | train_accuracy: 0.10678 | train_logloss: 2.92569 | val_accuracy: 0.11195 | val_logloss: 2.9393  |  0:00:00s
epoch 3  | loss: 2.87069 | train_accuracy: 0.13098 | train_logloss: 2.83449 | val_accuracy: 0.12917 | val_logloss: 2.84692 |  0:00:00s
epoch 4  | loss: 2.78986 | train_accuracy: 0.156   | train_logloss: 2.75394 | val_accuracy: 0.14855 | val_logloss: 2.77313 |  0:00:00s
epoch 5  | loss: 2.74136 | train_accuracy: 0.19473 | train_logloss: 2.69502 | val_accuracy: 0.18192 | val_logloss: 2.70875 |  0:00:00s
epoch 6  | loss: 2.68715 | train_accuracy: 0.2149  | train_logloss: 2.64644 | val_accuracy: 0.20452 | val_logloss: 2.65419 |  0:00:00s
epoch 7  | loss: 2.63767 | train_accuracy: 0.22566 | train_logloss: 2.60096 | val_accuracy: 0.21529 | val_logloss: 2.60964 |  0:00:01s
epoch 8  | loss: 2.58846 | train_accuracy: 0.23238 | train_logloss: 2.5574  | val_accuracy: 0.2239  | val_logloss: 2.57442 |  0:00:01s
epoch 9  | loss: 2.55839 | train_accuracy: 0.24099 | train_logloss: 2.5156  | val_accuracy: 0.23897 | val_logloss: 2.53771 |  0:00:01s
epoch 10 | loss: 2.50457 | train_accuracy: 0.24933 | train_logloss: 2.47526 | val_accuracy: 0.24435 | val_logloss: 2.5045  |  0:00:01s
epoch 11 | loss: 2.47477 | train_accuracy: 0.25471 | train_logloss: 2.43523 | val_accuracy: 0.2465  | val_logloss: 2.47432 |  0:00:01s
epoch 12 | loss: 2.43857 | train_accuracy: 0.25955 | train_logloss: 2.39758 | val_accuracy: 0.24865 | val_logloss: 2.43325 |  0:00:01s
epoch 13 | loss: 2.41044 | train_accuracy: 0.26573 | train_logloss: 2.36154 | val_accuracy: 0.2648  | val_logloss: 2.38543 |  0:00:01s
epoch 14 | loss: 2.36517 | train_accuracy: 0.27165 | train_logloss: 2.32636 | val_accuracy: 0.25942 | val_logloss: 2.34876 |  0:00:01s
epoch 15 | loss: 2.34139 | train_accuracy: 0.2773  | train_logloss: 2.29412 | val_accuracy: 0.2648  | val_logloss: 2.32083 |  0:00:02s
epoch 16 | loss: 2.30349 | train_accuracy: 0.27811 | train_logloss: 2.25982 | val_accuracy: 0.27341 | val_logloss: 2.29045 |  0:00:02s
epoch 17 | loss: 2.26437 | train_accuracy: 0.28295 | train_logloss: 2.23112 | val_accuracy: 0.27557 | val_logloss: 2.26142 |  0:00:02s
epoch 18 | loss: 2.23976 | train_accuracy: 0.28537 | train_logloss: 2.20062 | val_accuracy: 0.27449 | val_logloss: 2.22909 |  0:00:02s
epoch 19 | loss: 2.20777 | train_accuracy: 0.28806 | train_logloss: 2.1709  | val_accuracy: 0.2831  | val_logloss: 2.20322 |  0:00:02s
epoch 20 | loss: 2.18767 | train_accuracy: 0.29451 | train_logloss: 2.1406  | val_accuracy: 0.29386 | val_logloss: 2.18199 |  0:00:02s
epoch 21 | loss: 2.1755  | train_accuracy: 0.30124 | train_logloss: 2.11951 | val_accuracy: 0.30032 | val_logloss: 2.1579  |  0:00:02s
epoch 22 | loss: 2.13805 | train_accuracy: 0.30258 | train_logloss: 2.09858 | val_accuracy: 0.29817 | val_logloss: 2.13982 |  0:00:03s
epoch 23 | loss: 2.12703 | train_accuracy: 0.31442 | train_logloss: 2.0781  | val_accuracy: 0.29709 | val_logloss: 2.12736 |  0:00:03s
